Country,metric,year,COVID Deaths Val,upper,lower
Spain,Percent,2020,0.1250907735075067,0.1306786752983195,0.1188142511182992
Spain,Rate,2020,132.94863888832154,139.13107482556748,126.39529862034424
Spain,Percent,2020,0.1480883925179082,0.1565466484824816,0.1396777684994926
Spain,Rate,2020,10.472980693195073,11.087217234812822,9.876074329952967
Fiji,Percent,2021,0.1213799740749814,0.2345113604451281,0.0636966729371496
Fiji,Rate,2021,124.30105232778038,246.76347699868228,75.3110899042616
Fiji,Percent,2021,0.1230642374710204,0.2360289837614498,0.0641484694478191
Fiji,Rate,2021,38.86828298509213,77.22013579790885,23.558042129034764
Indonesia,Percent,2020,0.046377742621831,0.091084989745853,0.0151145723885366
Indonesia,Rate,2020,32.66731658767365,67.05438075018706,10.621371597885522
Indonesia,Percent,2020,0.0499061376613771,0.0967873165089858,0.0161500546626484
Indonesia,Rate,2020,10.159490506383984,20.825411318958167,3.3183289370996536
China,Percent,2021,9.170442215509476e-05,0.0003320497854356,7.303893605064585e-06
China,Rate,2021,0.0747041830796572,0.2828000127164385,0.0060046003698948
China,Percent,2021,4.6553542070144766e-05,0.0001627591362415,3.622992513567581e-06
China,Rate,2021,0.0055518039618245,0.0200526879311271,0.0004372954801705
Australia,Percent,2021,0.0195107109631054,0.0229266569338483,0.0157962070129875
Australia,Rate,2021,13.253704472398075,15.534149131607329,10.739786782633384
Australia,Percent,2021,0.017440274238415,0.0204720561088084,0.0141415526579383
Australia,Rate,2021,1.4305547688697868,1.676677956468578,1.1592285090166905
Spain,Percent,2021,0.0877430817732621,0.0908645718119084,0.0841082079823738
Spain,Rate,2021,85.81686594445745,88.6982271878134,82.58488194593444
Spain,Percent,2021,0.1244554763315069,0.1300480470214148,0.1184786404501886
Spain,Rate,2021,8.807386484786601,9.211047139686146,8.408360612064074
Mexico,Percent,2020,0.2511904129605203,0.3010928900465376,0.2045653993292363
Mexico,Rate,2020,212.12286969275576,254.596607117723,172.99276785572152
Mexico,Percent,2020,0.2056102797092164,0.255843457777738,0.1594239217418461
Mexico,Rate,2020,57.01969616104186,70.94697344083018,44.1817286251881
Russian Federation,Percent,2020,0.0778271065211054,0.0886903377032839,0.0675685282197514
Russian Federation,Rate,2020,112.22262898689684,127.89484270654756,97.39192601375314
Russian Federation,Percent,2020,0.0529820300185656,0.0642794651328253,0.0431535641829626
Russian Federation,Rate,2020,18.195048467081733,22.06936676812212,14.809403392571197
Chile,Percent,2020,0.1694455223097943,0.1770027522243449,0.1619435510756737
Chile,Rate,2020,112.95868489361132,118.06204026503823,108.00838610174942
Chile,Percent,2020,0.1520148642575058,0.1591493705112906,0.1447269545651821
Chile,Rate,2020,17.427140443783042,18.27550029366041,16.5827747118633
Afghanistan,Percent,2020,0.1368129621556361,0.1845406724503008,0.1000125940491183
Afghanistan,Rate,2020,112.96994366714992,150.72004611552816,85.35455359360262
Afghanistan,Percent,2020,0.1295362225925213,0.1774582129181939,0.0918296439398594
Afghanistan,Rate,2020,67.64314663008975,90.4546793457522,51.0688912957526
South Africa,Percent,2020,0.1647063352834052,0.1689908336877064,0.1605727989251157
South Africa,Rate,2020,191.8139489716956,191.94080464461936,191.61484124575173
South Africa,Percent,2020,0.0886840418058978,0.0916129524013276,0.0854201236282718
South Africa,Rate,2020,54.933362541418894,54.955219163982406,54.89835859062428
Bangladesh,Percent,2020,0.1153852679504089,0.1549376651635537,0.0902469919604382
Bangladesh,Rate,2020,74.25486178181218,100.06615911592222,63.662496244780215
Bangladesh,Percent,2020,0.1227479718259671,0.1667302448714713,0.0941583808136122
Bangladesh,Rate,2020,18.63896205737572,25.122020218254107,15.987976926188765
Mexico,Percent,2021,0.2434204558918067,0.3137288583861461,0.1815595312176378
Mexico,Rate,2021,209.88743484506733,269.7354999007185,156.6487667704974
Mexico,Percent,2021,0.2276259891726832,0.2987628821979066,0.1660557828234987
Mexico,Rate,2021,66.41206699361565,87.21962586266336,48.41248688120753
South Africa,Percent,2021,0.2040664740792397,0.2102769460423153,0.1982859493000955
South Africa,Rate,2021,263.2503146119888,263.61615123653115,262.8100400850001
South Africa,Percent,2021,0.1169543145035299,0.1216476890892515,0.1122862174378622
South Africa,Rate,2021,78.65668575582752,78.74696075273285,78.56083119599127
Canada,Percent,2020,0.0949781896411164,0.1001472101602483,0.0895903887448067
Canada,Rate,2020,80.08132654925663,84.45913508473951,75.43375053703917
Canada,Percent,2020,0.1031136711822597,0.1089416971641972,0.0971671923526006
Canada,Rate,2020,11.392234347795462,12.087162161041146,10.701911422543082
India,Percent,2020,0.0903649591715642,0.0977827916046732,0.0821034459208865
India,Rate,2020,68.6771185506763,72.66079819100513,64.50467827413775
India,Percent,2020,0.0868947701805884,0.0944453526172717,0.0788320945161628
India,Rate,2020,18.61817241782217,19.67109573815916,17.52064923751279
Egypt,Percent,2021,0.1551880366822783,0.2049674857334592,0.1015254759787769
Egypt,Rate,2021,103.96988609236828,134.62148530750758,68.96838754624139
Egypt,Percent,2021,0.2074053966349161,0.2721463720092237,0.1388819129954211
Egypt,Rate,2021,39.630329773954486,51.35934508336006,26.31299625956633
Republic of Korea,Percent,2020,0.004192490245367,0.0066355328533538,0.0027459887873891
Republic of Korea,Rate,2020,2.4454652263131464,3.86506591874109,1.5961472550392886
Republic of Korea,Percent,2020,0.0030257643727112,0.0047930319538192,0.0019724226916848
Republic of Korea,Rate,2020,0.2396678241008525,0.3786868434056902,0.1553300509547227
Republic of Korea,Percent,2021,0.0305095173955632,0.0337863256320034,0.027871359617808
Republic of Korea,Rate,2021,19.582923327866578,21.79151344191648,18.064957705592636
Republic of Korea,Percent,2021,0.0308763688713603,0.034252227102336,0.028197393647189
Republic of Korea,Rate,2021,2.531555118553591,2.817028220963558,2.3352969316609946
Ethiopia,Percent,2020,0.0918475052102689,0.1025024118421272,0.0816480586365312
Ethiopia,Rate,2020,55.31886141130333,59.79286868211445,51.352427819752
Ethiopia,Percent,2020,0.0987667286019543,0.1138350819015253,0.0861584738236208
Ethiopia,Rate,2020,24.108445879925178,26.069179771832285,22.386504697237346
Nigeria,Percent,2020,0.0493641058280502,0.0559062024319146,0.0421641479808037
Nigeria,Rate,2020,38.63730895990837,42.25435843765667,35.625862475744206
Nigeria,Percent,2020,0.0681006194203682,0.0810128494631519,0.0553029005119082
Nigeria,Rate,2020,18.01858161392797,19.728041993043835,16.611753592261444
Fiji,Percent,2020,0.0096885375675269,0.0209998020238773,0.0024811564774188
Fiji,Rate,2020,8.084884015990664,16.85940237147822,2.008245541987652
Fiji,Percent,2020,0.0102644328870962,0.0224109872406084,0.0026406749346589
Fiji,Rate,2020,2.641566807886684,5.51776530910519,0.6545063574758788
Afghanistan,Percent,2021,0.1329042553972129,0.1655313167483658,0.100996124928225
Afghanistan,Rate,2021,115.34186959448274,135.41091836641465,90.28330844965085
Afghanistan,Percent,2021,0.1143900221321942,0.1416990312705721,0.0865623123679652
Afghanistan,Rate,2021,69.76309869321484,82.07224709181047,54.554454396786674
Canada,Percent,2021,0.0823476740759084,0.0872913462062933,0.0766965022819319
Canada,Rate,2021,68.29405926905544,72.1699429226124,63.61224596844807
Canada,Percent,2021,0.0755628576266721,0.0800696978569815,0.0704257121119735
Canada,Rate,2021,7.911319852059828,8.360349466384516,7.368936326028479
Germany,Percent,2020,0.0342244761966764,0.0380852319907576,0.0317515456927639
Germany,Rate,2020,39.40949705237272,43.90228032895038,36.5416837596844
Germany,Percent,2020,0.0472797930714837,0.0528463677120839,0.0434841604560854
Germany,Rate,2020,3.46834901203918,3.8766124127608177,3.187288662373497
Indonesia,Percent,2021,0.1092648871192129,0.1944935666337338,0.0596924288871762
Indonesia,Rate,2021,86.4120009420648,164.7104127157382,45.89544864863368
Indonesia,Percent,2021,0.1169612937154475,0.2096684134267386,0.0618243056007456
Indonesia,Rate,2021,26.347786336285,50.16024916020879,13.696050554711189
Germany,Percent,2021,0.0778438701949736,0.0805436576291121,0.0746054920790976
Germany,Rate,2021,91.93351855260218,95.3345772100122,87.96251170430654
Germany,Percent,2021,0.106161427467264,0.1115763198122053,0.1009158258537743
Germany,Rate,2021,7.965160590186918,8.399198605974407,7.541421962472859
United States of America,Percent,2020,0.1270171103227867,0.1315621711807492,0.1225722281896749
United States of America,Rate,2020,128.64146045427427,133.47057198116588,124.07161118760182
United States of America,Percent,2020,0.1751056636343899,0.1817551569302734,0.1683398507701326
United States of America,Rate,2020,33.359688397976925,34.66346005791911,32.05848855339078
Kenya,Percent,2020,0.1388006895614562,0.1570827116953025,0.1220379582296299
Kenya,Rate,2020,93.2476968292164,101.43168504270716,85.9780481149878
Kenya,Percent,2020,0.12252163141694,0.1380375989272404,0.10706647274465
Kenya,Rate,2020,42.76239618865506,46.48391482470454,39.44860763706212
Japan,Percent,2020,0.0025412593754785,0.0028706142677613,0.0022726000789291
Japan,Rate,2020,2.71456126331636,3.0703090618549123,2.423480203519094
Japan,Percent,2020,0.002767057275325,0.0030879942827936,0.0024937246544681
Japan,Rate,2020,0.1896470243947765,0.2116848568071525,0.1706402244330183
Kenya,Percent,2021,0.1744670926770609,0.1965754810452822,0.1533120853026983
Kenya,Rate,2021,124.13728819903623,135.9238813384904,111.11541157134008
Kenya,Percent,2021,0.1594282604868714,0.179797996361307,0.1370509351220466
Kenya,Rate,2021,56.76325040005262,62.24491707696614,50.83830504977036
Russian Federation,Percent,2021,0.2145440482623807,0.2507368704355881,0.1796396796456851
Russian Federation,Rate,2021,357.58521605815787,417.82808798078304,299.2266122226601
Russian Federation,Percent,2021,0.1491278973217649,0.1910354495334838,0.1110320436112308
Russian Federation,Rate,2021,55.83101124740118,71.40501563078524,41.51577481055258
Bangladesh,Percent,2021,0.1198536153646036,0.1491034051672893,0.0951115354836973
Bangladesh,Rate,2021,79.16895232640866,96.11007303451504,67.81881984500903
Bangladesh,Percent,2021,0.126678087177038,0.160260138575107,0.0986801675649171
Bangladesh,Rate,2021,19.532304484716267,23.72705631496159,16.726350468242956
Nigeria,Percent,2021,0.0718631535545515,0.0833613832137604,0.0612248779422539
Nigeria,Rate,2021,56.44638552029111,63.663965276931336,50.52948134269381
Nigeria,Percent,2021,0.0964167766744616,0.1200127930291137,0.0767299299066536
Nigeria,Rate,2021,26.34895533560537,29.72593753315717,23.57941600047164
Australia,Percent,2020,0.0058927281501731,0.0061511801050114,0.0056142143275223
Australia,Rate,2020,3.748513811676273,3.9082412949205807,3.566363314422274
Australia,Percent,2020,0.0028906989121934,0.0030482660122371,0.0027153659521311
Australia,Rate,2020,0.231633684315919,0.2437596042066832,0.2173099434477786
Brazil,Percent,2020,0.1257607083768516,0.1367064686288155,0.1164375026202476
Brazil,Rate,2020,91.247365866029,99.34706036988672,84.41006867212357
Brazil,Percent,2020,0.1014778346343195,0.1100629276601994,0.0941510627628412
Brazil,Rate,2020,21.901328206611137,23.845813383266727,20.23479579227461
Japan,Percent,2021,0.0103558601051742,0.0123227147925933,0.0087398157575816
Japan,Rate,2021,11.657724081474315,13.872192365649909,9.849034458573955
Japan,Percent,2021,0.0065613000675233,0.0084383579947794,0.0051953965978398
Japan,Rate,2021,0.4367700234658335,0.5638038117692633,0.3458533496857375
Romania,Percent,2020,0.1021715706257273,0.142549886553672,0.0633583470928078
Romania,Rate,2020,158.68561947831927,220.75129074013293,99.01620121196612
Romania,Percent,2020,0.0983769151526721,0.1445640381121478,0.0578455818182707
Romania,Rate,2020,18.02352647984341,26.29257100085267,10.591083526781118
India,Percent,2021,0.1420160570163332,0.1530028210195809,0.1311158724472252
India,Rate,2021,117.80370068827496,122.76382986126136,111.8438189725278
India,Percent,2021,0.1349575399538977,0.1467466994400664,0.1234507108564021
India,Rate,2021,31.559726398115377,32.89717174680087,29.984681696131656
Brazil,Percent,2021,0.2356849463371772,0.2510851625463744,0.2205062401663658
Brazil,Rate,2021,192.1969762258807,205.1652264623541,179.383098434745
Brazil,Percent,2021,0.2336493802208727,0.2494287961841723,0.218142344159476
Brazil,Rate,2021,59.36111818250628,63.67356157231136,55.23363519586098
Italy,Percent,2020,0.1130485348610423,0.1170980158214756,0.1089868815583398
Italy,Rate,2020,139.2720837898269,144.3082847151729,134.12932973358335
Italy,Percent,2020,0.1274905734647769,0.1347993023802483,0.1202536006639236
Italy,Rate,2020,8.201798959897065,8.677591654210586,7.719719642393612
Chile,Percent,2021,0.2091465729864521,0.2177875615323765,0.1997087082862726
Chile,Rate,2021,149.0404092460287,154.8478180973691,143.25717266713886
Chile,Percent,2021,0.2096604188663835,0.2181550027468892,0.2012444935194657
Chile,Rate,2021,26.194075513581385,27.25069312281424,25.223956469754626
Ethiopia,Percent,2021,0.154123245946063,0.173791487264048,0.1348813965229729
Ethiopia,Rate,2021,104.0159705664578,112.80882909619616,95.11575196764625
Ethiopia,Percent,2021,0.1598638511434481,0.1842360404436242,0.1383476351216765
Ethiopia,Rate,2021,45.96066733150252,49.83057654368704,42.05423724509494
Saudi Arabia,Percent,2020,0.0809921852829459,0.1009001007815347,0.059673630587294
Saudi Arabia,Rate,2020,33.62943704114116,39.86061179496122,26.441700554367497
Saudi Arabia,Percent,2020,0.0715279787738207,0.0940314748080192,0.0502945634975147
Saudi Arabia,Rate,2020,17.390041538486138,20.61032534319353,13.67762303503422
Italy,Percent,2021,0.0908639792683596,0.0956988571689352,0.0865860908207042
Italy,Rate,2021,106.19180038529572,111.9663099106196,100.9876724355437
Italy,Percent,2021,0.12378565593008,0.1329186024603549,0.1160941752533012
Italy,Rate,2021,8.235354306819042,8.84022219062604,7.700402633098253
China,Percent,2020,0.0023674046023309,0.0117635580402405,0.0005064345390425
China,Rate,2020,1.8988807796412688,9.668453975892492,0.4137580881263417
China,Percent,2020,0.0025123767138931,0.012680960098994,0.000564441023918
China,Rate,2020,0.3068649731953291,1.600954045747828,0.0698686573534908
Saudi Arabia,Percent,2021,0.0572862350169772,0.0812583957827406,0.0365579403463993
Saudi Arabia,Rate,2021,23.485411691809517,32.1858339225712,15.85233756998228
Saudi Arabia,Percent,2021,0.0506546268665222,0.0753360988775196,0.0300700021107975
Saudi Arabia,Rate,2021,12.107142260999366,16.592780156524938,8.174339542967937
Romania,Percent,2021,0.1621155844832703,0.2312239487624833,0.1023728512048095
Romania,Rate,2021,286.1462180864478,408.3458874032759,180.79752047104444
Romania,Percent,2021,0.158849004392906,0.2392986577769727,0.0923576422410169
Romania,Rate,2021,32.554652382049525,49.16194488037686,19.12374879520939
United States of America,Percent,2021,0.1392929867018255,0.1424576424126143,0.1365513067551055
United States of America,Rate,2021,145.35398147932767,148.75147847625857,142.6152141492136
United States of America,Percent,2021,0.1947936539757319,0.199716006501611,0.1906664890526293
United States of America,Rate,2021,37.48047493960081,38.348130645254834,36.74499182464557
Egypt,Percent,2020,0.1100951012091408,0.1448001749234581,0.0741228321084871
Egypt,Rate,2020,68.19287875990663,90.14021015607231,47.07465288102832
Egypt,Percent,2020,0.1514930380067214,0.1965798711023862,0.1021267336803938
Egypt,Rate,2020,26.04384681687202,34.42690323695114,17.96811023175548
